COD_BENEF_BI,FECHAINI,HORAINI,DURACION,CSE_RSH,EDAD_GRUPO,SEXO,DIRECCION_ZONAL,P00,P0,P1,P2,P3,P4,P5,P6,P7,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P8_7,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,FE
69864723,04-12-2021,18:28:17,376,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Poco urgente,No lo necesito,Urgente,Muy urgente,Poco urgente,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Colina,Sí,Sí,6896.8262
73750781,09-12-2021,10:46:37,365,41-80,18-34,MUJER,CS,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Estudiando,No,,No,,Laja,Sí,No,6317.6362
81110861,11-12-2021,13:51:03,387,41-80,18-34,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Urgente,No lo necesito,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Estación Central,Sí,Sí,6774.5
71020551,06-12-2021,19:09:26,356,0-40,18-34,MUJER,CS,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,Otra razón,No,Muy urgente,Muy urgente,No lo necesito,Muy urgente,Muy urgente,No lo necesito,No lo necesito,No me atendería,Sí,Médico particular,"No, ninguno",Otra razón,No,,No,No,,Trabaja remuneradamente,No,,No,,Los Ángeles,Sí,Sí,6730.25
71141432,15-12-2021,14:35:08,222,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Buscando trabajo,No,,No,,Peñalolén,Sí,Sí,6896.8262
73292521,09-12-2021,18:09:56,329,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Urgente,Nada urgente,No lo necesito,Poco urgente,No lo necesito,No lo necesito,Igual que presencial,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Puente Alto,Sí,Sí,6896.8262
73757356,08-12-2021,13:29:37,544,0-40,18-34,HOMBRE,CS,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,No,Sí,,Sí,Poco urgente,Urgente,No lo necesito,Muy urgente,Poco urgente,Nada urgente,Urgente,Igual que presencial,No,,,,,,No,No,,Incapacitado para trabajar,No,,No,,Chillán,Sí,Sí,6900.9565
69250425,16-12-2021,17:32:32,248,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Poco urgente,Muy urgente,No lo necesito,Muy urgente,Muy urgente,Muy urgente,Muy urgente,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,La Florida,Sí,Sí,6890.0391
71056569,11-12-2021,14:25:25,603,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Nada urgente,Poco urgente,Poco urgente,Poco urgente,Nada urgente,Nada urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,San Fernando,Sí,Sí,6890.0391
69528535,09-12-2021,16:06:48,413,0-40,18-34,HOMBRE,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,Nada urgente,No lo necesito,Nada urgente,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Hospital público,"Sí, todos",,No,,No,Sí,No,Estudiando,No,,No,,La Unión,Sí,Sí,6778.7998
82430858,11-12-2021,16:40:05,841,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Nada urgente,Poco urgente,Nada urgente,Poco urgente,Nada urgente,Poco urgente,Nada urgente,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,La Cisterna,Sí,Sí,6890.0391
75910790,08-12-2021,16:22:30,290,0-40,18-34,MUJER,CN,Sí,Sí,Fonasa,Por edad no conviene Isapre,,Sí,No,,No,Poco urgente,Urgente,No lo necesito,Muy urgente,Muy urgente,Nada urgente,Muy urgente,No me atendería,Sí,Consultorio,"Sí, todos",,Sí,15000,Sí,No,,Estudiando,No,,No,,Illapel,Sí,Sí,6705.5601
69782979,10-12-2021,15:14:53,418,41-80,18-34,HOMBRE,S,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,Nada urgente,No lo necesito,Nada urgente,Nada urgente,Nada urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Los Ángeles,Sí,Sí,6072.4165
84147010,11-12-2021,12:13:39,553,>80-NA,18-34,HOMBRE,S,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Poco urgente,Nada urgente,Nada urgente,Nada urgente,No lo necesito,Nada urgente,No lo necesito,Igual que presencial,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Coyhaique,Sí,Sí,6201.125
999,09-12-2021,10:49:05,470,>80-NA,18-34,MUJER,NC,Sí,Sí,Fonasa,Otra razón,,No,No,No necesito,No,Nada urgente,Nada urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Igual que presencial,No,,,,,,No,No,,Estudiando,No,,No,,San Fernando,No,Sí,6572.0527
999,07-12-2021,17:04:28,303,0-40,18-34,MUJER,NC,Sí,Sí,,,,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Estudiando,No,,No,,Colina,No,Sí,6896.8262
70145255,11-12-2021,11:30:39,441,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,Condición que no cubre Isapre,Me quedaría en Fonasa,No,No,No he conseguido hora,Sí,Urgente,Poco urgente,Nada urgente,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Consultorio,"Sí, todos",,No,,No,Sí,No,Buscando trabajo,No,,No,,Pedro Aguirre Cerda,Sí,Sí,6896.8262
69000832,11-12-2021,15:08:07,546,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,Es más económico Fonasa,,No,No,No necesito,No,Poco urgente,Nada urgente,Nada urgente,Nada urgente,Poco urgente,Muy urgente,Nada urgente,Sólo en restricciones,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,No,,Peñalolén,Sí,Sí,6896.8262
999,06-12-2021,16:38:30,374,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,,Sí,No,,No,Nada urgente,Urgente,No lo necesito,Poco urgente,Muy urgente,No lo necesito,No lo necesito,No me atendería,Sí,Centro privado,"No, ninguno",Ya los tenía,No,,No,No,,Trabaja remuneradamente,No,,Sí,,Rengo,No,No,6890.0391
86058383,09-12-2021,14:40:56,357,0-40,18-34,MUJER,CS,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,Nada urgente,No lo necesito,Poco urgente,No lo necesito,No lo necesito,Poco urgente,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Linares,Sí,Sí,6730.25
69627728,14-12-2021,11:33:15,324,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Quehaceres del hogar,No,,No,,La Florida,Sí,Sí,6896.8262
999,16-12-2021,14:43:25,222,0-40,18-34,HOMBRE,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,,Sí,No,,No,No lo necesito,No lo necesito,Poco urgente,Muy urgente,Muy urgente,No lo necesito,Muy urgente,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,San Felipe,No,No,6563.8945
69197770,06-12-2021,19:14:05,410,0-40,18-34,HOMBRE,CS,Sí,Sí,Fonasa,No tiene ingresos para Isapre,,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Estudiando,No,,No,,Concepción,Sí,Sí,6900.9565
73214682,13-12-2021,17:14:57,364,0-40,18-34,MUJER,CS,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Urgente,Urgente,No lo necesito,No lo necesito,Poco urgente,Muy urgente,No lo necesito,No me atendería,Sí,Hospital público,"Sí, todos",,Sí,30000,No,No,,Estudiando,No,,No,,Santa Bárbara,Sí,Sí,6730.25
69182191,18-12-2021,11:15:03,915,41-80,18-34,MUJER,S,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Poco urgente,Poco urgente,Urgente,Urgente,Poco urgente,Poco urgente,Urgente,Sólo en restricciones,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,No,,La Unión,Sí,Sí,6288.3335
70488300,13-12-2021,14:45:33,388,0-40,35-59,HOMBRE,N,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Urgente,Urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Poco urgente,No me atendería,Sí,Consultorio,"Sí, todos",,Sí,4000,Sí,No,,Incapacitado para trabajar,No,,No,,Alto Hospicio,Sí,Sí,6806.1113
69422938,17-12-2021,15:32:42,292,0-40,18-34,HOMBRE,S,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Nada urgente,Nada urgente,No lo necesito,Igual que presencial,No,,,,,,No,No,,Buscando trabajo,No,,No,,Algarrobo,Sí,Sí,6778.7998
74903687,08-12-2021,14:11:17,505,>80-NA,35-59,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,Nada urgente,Poco urgente,No lo necesito,Poco urgente,Poco urgente,No lo necesito,No lo necesito,No me atendería,Sí,Centro privado,"Sí, todos",,Sí,10000,No,No,,Trabaja remuneradamente,No,,No,,La Granja,Sí,No,6864.8716
94865090,08-12-2021,14:44:00,239,41-80,18-34,HOMBRE,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,,Sí,No,,No,Nada urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Valdivia,Sí,Sí,6072.4165
999,09-12-2021,13:10:37,469,>80-NA,35-59,HOMBRE,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,No,Sí,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Cuidado de personas,"Sí, en hospital público",2000000,No,,Antofagasta,No,No,6864.8716
78504865,16-12-2021,14:35:44,443,0-40,18-34,MUJER,CN,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,"Prefiero no, por Covid",No,Poco urgente,Muy urgente,No lo necesito,Poco urgente,Muy urgente,Muy urgente,Urgente,Sólo en restricciones,No,,,,,,Sí,No,,Trabaja remuneradamente,No,,No,,Viña del Mar,Sí,Sí,6705.5601
74932281,16-12-2021,15:12:33,494,0-40,35-59,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Santiago,Sí,Sí,6870.123
77155137,06-12-2021,11:44:41,308,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Estudiando,No,,No,,Macul,Sí,Sí,6890.0391
76662664,13-12-2021,19:00:27,363,0-40,35-59,HOMBRE,N,Sí,Sí,Fonasa,Otra razón,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,Muy urgente,No lo necesito,No lo necesito,Muy urgente,Muy urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,No,,Antofagasta,Sí,Sí,6806.1113
999,03-12-2021,17:28:03,407,0-40,18-34,HOMBRE,N,Sí,Sí,Fonasa,Otra razón,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Poco urgente,No lo necesito,Poco urgente,No lo necesito,No lo necesito,No lo necesito,Prefiero telemedicina,No,,,,,,No,No,,Buscando trabajo,No,,Sí,15000,Antofagasta,No,No,6865.7778
88097139,16-12-2021,17:11:07,283,41-80,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me cambiaría a Isapre,Sí,No,,Sí,Muy urgente,Muy urgente,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Centro privado,"No, ninguno",No se atiende en consultorio,Sí,80000,No,No,,Trabaja remuneradamente,No,,No,,Recoleta,Sí,Sí,6729.5
75034822,04-12-2021,17:05:58,474,0-40,35-59,MUJER,N,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Muy urgente,Muy urgente,No lo necesito,Muy urgente,Muy urgente,Muy urgente,No lo necesito,Prefiero telemedicina,Sí,Hospital público,"Sí, todos",,Sí,40000,Sí,No,,Quehaceres del hogar,No,,No,,Alto Hospicio,Sí,Sí,6660.3335
77524289,04-12-2021,17:41:40,519,0-40,35-59,MUJER,N,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Urgente,Urgente,Muy urgente,Poco urgente,Muy urgente,Poco urgente,Nada urgente,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,Sí,10000,Mejillones,Sí,Sí,6660.3335
91567785,08-12-2021,14:26:06,235,41-80,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Nada urgente,No lo necesito,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,No,,Pudahuel,Sí,Sí,6729.5
75667301,13-12-2021,16:53:20,319,0-40,35-59,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,Sí,No,,Quehaceres del hogar,No,,No,,Santiago,Sí,Sí,6834.2002
78481449,08-12-2021,17:12:21,310,0-40,35-59,MUJER,N,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,No,Muy urgente,Muy urgente,No lo necesito,Muy urgente,Muy urgente,No lo necesito,No lo necesito,No me atendería,Sí,Consultorio,"Sí, algunos",,Sí,3000,No,No,,Trabaja remuneradamente,No,,No,,Calama,Sí,Sí,6660.3335
76319868,11-12-2021,14:34:08,331,0-40,35-59,MUJER,N,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,No,No,"Prefiero no, por Covid",No,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,No me atendería,No,,,,,,No,No,,Quehaceres del hogar,No,,No,,Arica,Sí,Sí,6660.3335
77611536,10-12-2021,14:43:21,343,41-80,35-59,HOMBRE,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Muy urgente,Nada urgente,Muy urgente,Poco urgente,Muy urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,No,,Hualpén,Sí,Sí,6869.2998
92070367,06-12-2021,12:31:49,416,>80-NA,18-34,HOMBRE,S,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Muy urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,No,,Puerto Varas,Sí,Sí,6201.125
91864011,06-12-2021,11:31:20,443,0-40,35-59,HOMBRE,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,,Sí,No,,No,No lo necesito,Muy urgente,Muy urgente,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Otra situación,No,,No,,Quilicura,Sí,Sí,6870.123
91748183,11-12-2021,18:05:01,440,41-80,18-34,HOMBRE,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,,Sí,No,,No,No lo necesito,Muy urgente,No lo necesito,No lo necesito,Urgente,Nada urgente,No lo necesito,No me atendería,Sí,Automedicación,"No, ninguno",Otra razón,Sí,5000,No,No,,Trabaja remuneradamente,No,,No,,La Serena,Sí,Sí,6439.9092
91953103,04-12-2021,13:19:23,405,0-40,35-59,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,Sí,,No,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,No me atendería,Sí,Médico particular,"No, ninguno",No se atiende en consultorio,No,,No,Sí,No,Trabaja remuneradamente,No,,Sí,26000,La Cisterna,Sí,No,6834.2002
78855487,11-12-2021,16:31:05,496,0-40,18-34,HOMBRE,N,Sí,Sí,Fonasa,Es más económico Fonasa,,Sí,No,,No,Urgente,Poco urgente,Poco urgente,Nada urgente,Nada urgente,No lo necesito,Nada urgente,Sólo en restricciones,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,No,,San Pedro de Atacama,Sí,Sí,6865.7778
78837824,08-12-2021,13:10:32,1221,>80-NA,35-59,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,,Sí,No,,Sí,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Igual que presencial,Sí,Consultorio,"Sí, todos",,No,,No,No,,Trabaja remuneradamente,No,,No,,Macul,Sí,Sí,6864.8716
92167834,14-12-2021,19:53:49,372,41-80,35-59,HOMBRE,N,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me cambiaría a Isapre,Sí,No,,No,Nada urgente,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Buscando trabajo,No,,No,,Mejillones,Sí,Sí,6829.4287
999,15-12-2021,19:05:36,286,0-40,35-59,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Estación Central,No,No,6870.123
78945824,04-12-2021,13:22:34,343,0-40,35-59,MUJER,N,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,Poco urgente,Poco urgente,Muy urgente,Urgente,Muy urgente,Muy urgente,Muy urgente,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Arica,Sí,Sí,6660.3335
92252974,14-12-2021,12:45:21,257,0-40,35-59,HOMBRE,N,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Urgente,No lo necesito,No lo necesito,No lo necesito,Nada urgente,Poco urgente,No lo necesito,Sólo en restricciones,Sí,Hospital público,"Sí, todos",,No,,No,No,,Trabaja remuneradamente,No,,No,,Antofagasta,Sí,Sí,6806.1113
79635176,08-12-2021,17:50:42,468,0-40,35-59,MUJER,N,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Poco urgente,No lo necesito,No lo necesito,No lo necesito,Muy urgente,Urgente,No lo necesito,No me atendería,Sí,Automedicación,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,2000,No,No,,Otra situación,No,,No,,Iquique,Sí,Sí,6660.3335
94475914,04-12-2021,13:47:12,494,0-40,35-59,MUJER,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,No necesito,Sí,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No me atendería,Sí,Consultorio,"No, ninguno",No están disponibles,Sí,20000,No,No,,Trabaja remuneradamente,No,,No,,Colina,Sí,Sí,6834.2002
97189908,15-12-2021,18:07:43,334,0-40,18-34,HOMBRE,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Nada urgente,Poco urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,Sí,15000,Caldera,Sí,Sí,6900.9565
94492981,16-12-2021,17:51:18,336,41-80,35-59,HOMBRE,N,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Urgente,Muy urgente,No lo necesito,Muy urgente,Muy urgente,Urgente,Urgente,No me atendería,Sí,Hospital público,"No, ninguno",Otra razón,Sí,80000,Sí,No,,Trabaja remuneradamente,No,,No,,Antofagasta,Sí,Sí,6829.4287
94466384,11-12-2021,14:12:10,407,41-80,18-34,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Muy urgente,Urgente,No lo necesito,Muy urgente,No lo necesito,No lo necesito,Urgente,No me atendería,No,,,,,,No,Sí,No,Buscando trabajo,No,,No,,Santiago,Sí,Sí,6774.5
80038507,11-12-2021,13:01:33,376,41-80,35-59,MUJER,N,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,Nada urgente,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,Sí,Sí,Trabaja remuneradamente,No,,No,,Antofagasta,Sí,Sí,6152.75
79304336,15-12-2021,18:43:06,290,0-40,18-34,MUJER,NC,Sí,Sí,Ninguno,,,Sí,No,,No,Poco urgente,Poco urgente,No lo necesito,Nada urgente,Muy urgente,No lo necesito,No lo necesito,Igual que presencial,Sí,Centro privado,"Sí, todos",,Sí,,No,No,,Trabaja remuneradamente,No,,No,,Melipilla,Sí,Sí,6896.8262
79196537,11-12-2021,15:47:46,356,0-40,35-59,MUJER,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,No,Muy urgente,Muy urgente,No lo necesito,Muy urgente,Muy urgente,Muy urgente,No lo necesito,No me atendería,No,,,,,,Sí,Sí,Sí,Trabaja remuneradamente,No,,No,,San Ramón,Sí,Sí,6834.2002
79628160,13-12-2021,17:37:15,312,41-80,18-34,MUJER,N,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Urgente,Urgente,No lo necesito,Poco urgente,Urgente,No lo necesito,Poco urgente,No me atendería,Sí,Consultorio,"Sí, algunos",,Sí,20000,No,No,,Trabaja remuneradamente,No,,No,,Copiapó,Sí,Sí,6376.6001
999,09-12-2021,18:46:06,265,41-80,18-34,MUJER,N,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Poco urgente,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Calama,No,No,6376.6001
94551154,06-12-2021,13:33:34,524,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Otra razón,Me cambiaría a Isapre,Sí,No,,No,Nada urgente,Muy urgente,No lo necesito,Muy urgente,Nada urgente,No lo necesito,Muy urgente,No me atendería,Sí,Centro privado,"No, ninguno",No lo consideró,Sí,300000,No,No,,Otra situación,No,,No,,Santiago,Sí,No,6890.0391
999,08-12-2021,12:55:24,289,41-80,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,Sí,,No,Nada urgente,Poco urgente,Nada urgente,No lo necesito,Urgente,No lo necesito,No lo necesito,Igual que presencial,Sí,Consultorio,"Sí, todos",,Sí,10000,No,Sí,Sí,Trabaja remuneradamente,No,,No,,Puente Alto,No,No,6729.5
79728788,08-12-2021,16:13:58,357,>80-NA,18-34,MUJER,N,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,Urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Prefiero telemedicina,No,,,,,,No,No,,No sabe,No,,No,,Antofagasta,Sí,Sí,6731.7998
95118142,13-12-2021,13:24:48,501,41-80,18-34,MUJER,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,Sí,Sí,Quehaceres del hogar,No,,No,,Quilicura,Sí,Sí,6774.5
